id,label
84455961-403876735_134_2024-7-13-11-14-42,0
194457536-470036512_136_2024-7-12-17-20-59,0
15532413-30706946_301_2024-7-14-21-55-26,0
39040646-126034607_137_2024-7-12-23-40-10,1
134478454-409920460_137_2024-7-14-20-21-52,0
56088554-630048349_182_2024-7-14-23-49-53,0
59480964-627717280_823_2024-7-12-19-55-59,1
356037149-649904961_131_2024-7-12-14-48-2,0
19748881-711411675_137_2024-7-13-17-34-36,0
1442318-710030156_137_2024-7-13-21-4-15,0
160062305-672791937_301_2024-7-12-21-11-37,0
235687851-38381828_134_2024-7-14-14-35-31,1
54931166-120001613_134_2024-7-14-6-35-24,0
41513685-13672207_134_2024-7-13-12-30-16,0
54931166-120001613_447_2024-7-13-12-44-33,0
113423029-459849910_447_2024-7-14-12-30-6,0
254704599-36006997_137_2024-7-12-23-40-29,0
710538019-636726924_134_2024-7-14-10-9-28,0
149272598-6734493_137_2024-7-15-7-37-30,0
85444265-433894364_134_2024-7-14-20-15-24,0
399340129-501574351_137_2024-7-13-10-49-32,0
399340129-501574351_134_2024-7-14-13-9-4,0
753492488-717005567_608_2024-7-13-16-42-28,1
100414008-691301863_137_2024-7-15-6-35-21,1
684522356-717124338_137_2024-7-15-8-34-55,0
172532556-33002013_137_2024-7-13-12-40-38,0
40415320-433706403_134_2024-7-13-8-49-54,1
708559646-699602468_137_2024-7-13-17-35-56,0
566569304-717193377_135_2024-7-12-17-30-29,0
149726290-484363875_134_2024-7-15-6-58-33,0
251706859-717187683_134_2024-7-14-17-4-29,0
399340129-501574351_134_2024-7-14-16-18-42,0
513118628-717153016_191_2024-7-15-7-56-41,0
172151450-493021910_821_2024-7-13-18-32-36,0
226531525-490001956_130_2024-7-12-20-12-11,1
246682580-710075592_134_2024-7-13-0-19-15,0
19309806-400006146_134_2024-7-13-10-16-6,1
364072238-80919822_135_2024-7-13-17-33-8,0
154653736-710001083_131_2024-7-12-15-28-50,0
111444889-483002212_137_2024-7-14-13-5-22,1
561459788-716938043_135_2024-7-14-2-39-58,0
1923058-110001334_103_2024-7-14-0-25-41,1
561459788-716938043_137_2024-7-14-14-26-24,0
547530441-30702249_134_2024-7-14-19-12-38,1
216515895-3077372_134_2024-7-14-16-14-33,0
69758997-501664450_301_2024-7-14-21-48-24,0
79046668-459040508_137_2024-7-14-22-25-41,0
692523085-717124415_135_2024-7-14-12-17-23,0
157793016-53050105_134_2024-7-12-16-48-16,0
54492034-606726321_447_2024-7-13-13-43-45,0
115553489-24799498_134_2024-7-13-12-45-47,0
254511691-680713200_137_2024-7-13-19-28-35,0
226096767-490725133_134_2024-7-13-22-12-36,0
184515612-30705844_435_2024-7-14-16-7-56,0
131467219-666044033_134_2024-7-13-8-30-38,0
167031675-497709927_137_2024-7-14-21-1-34,0
654449221-716912537_135_2024-7-14-6-26-46,0
161442022-400074373_134_2024-7-13-22-8-38,0
192495083-606716051_134_2024-7-13-20-49-5,0
556456718-716937970_137_2024-7-15-1-20-39,0
547530441-30702249_134_2024-7-13-19-19-3,0
135488869-660044021_134_2024-7-14-22-22-53,0
492483761-639005746_134_2024-7-14-0-13-49,0
233776427-34602546_134_2024-7-13-20-58-26,0
558455187-716937986_135_2024-7-13-2-43-22,0
515458161-716938078_137_2024-7-14-2-43-30,0
684522356-717124338_137_2024-7-15-5-9-52,0
768520862-717107864_137_2024-7-14-12-53-33,0
352858525-716712435_137_2024-7-13-15-41-13,0
756241802-716684110_137_2024-7-14-20-15-53,0
451346954-717172323_137_2024-7-14-17-22-38,0
190022980-436562659_137_2024-7-12-22-19-25,0
149272598-6734493_134_2024-7-13-10-23-2,0
125456896-436506418_137_2024-7-14-19-1-46,0
127534148-497765481_134_2024-7-13-14-23-27,1
753549372-433717263_137_2024-7-13-12-17-42,0
149450804-403875502_135_2024-7-12-17-51-24,0
67116472-9903564_137_2024-7-13-18-11-55,0
94315933-24002498_137_2024-7-12-17-30-13,1
209756784-43007242_134_2024-7-12-20-21-13,0
651025494-716705570_137_2024-7-14-17-29-21,0
710538019-636726924_182_2024-7-13-21-0-11,0
764445478-716876498_103_2024-7-12-16-3-11,0
558455187-716937986_137_2024-7-13-2-25-47,0
221441694-480746785_137_2024-7-14-0-53-23,0
15532413-30706946_137_2024-7-14-5-19-55,0
152521089-9945779_134_2024-7-12-23-0-14,0
222421694-406050213_134_2024-7-13-1-7-27,0
546131334-717151968_134_2024-7-14-19-27-33,0
539206705-716630362_135_2024-7-14-20-20-47,0
238428447-715402945_134_2024-7-14-21-28-15,0
489036597-126017632_137_2024-7-12-16-32-52,0
128034518-24005396_103_2024-7-13-11-8-12,0
247692012-700012839_137_2024-7-14-18-9-41,0
9063276-130962374_176_2024-7-15-2-56-16,0
98522125-493703774_137_2024-7-14-18-15-50,1
152762804-43021013_435_2024-7-14-16-26-28,0
141662092-484225662_821_2024-7-12-16-30-26,0
18643757-484175482_134_2024-7-12-20-17-34,1
195489966-403954884_447_2024-7-12-16-44-12,1
116815246-70002571_447_2024-7-14-12-58-52,0
83426566-456003415_134_2024-7-13-8-57-46,0
223745456-484417618_137_2024-7-14-22-9-56,0
506045671-120767660_137_2024-7-14-13-15-11,0
123534982-30001909_134_2024-7-15-5-19-41,1
29533870-30711312_447_2024-7-12-21-40-13,0
62394505-436014666_134_2024-7-14-11-34-40,0
20069751-120758717_822_2024-7-14-13-57-31,0
185348690-7008780_137_2024-7-13-12-49-37,0
116530003-490001760_137_2024-7-13-21-28-4,0
91096662-433716395_137_2024-7-12-17-55-10,0
634421716-716710145_135_2024-7-13-20-31-15,0
654449221-716912537_135_2024-7-14-12-26-37,0
654449221-716912537_137_2024-7-14-6-7-9,1
648493829-717028976_137_2024-7-12-19-35-11,1
141662092-484225662_137_2024-7-14-22-22-11,0
32166393-110002341_447_2024-7-14-20-46-15,0
232654695-79006243_137_2024-7-12-17-13-28,0
145744575-700157000_135_2024-7-14-19-50-49,0
190762444-76703576_136_2024-7-14-17-36-14,0
186310543-710003707_134_2024-7-15-8-10-25,0
351050373-717186774_103_2024-7-14-17-7-59,0
84491088-34101762_134_2024-7-13-22-1-3,1
515525867-717111435_137_2024-7-12-15-36-4,1
675165306-716611807_137_2024-7-15-5-57-56,0
26437729-453001066_134_2024-7-13-10-56-31,0
145418146-464764423_134_2024-7-13-14-45-17,0
436233144-33702944_134_2024-7-13-1-1-41,0
224379755-433078317_301_2024-7-14-21-1-1,0
210417693-639003175_134_2024-7-13-13-55-13,0
208315316-636703421_435_2024-7-14-16-22-54,0
442439368-715341661_134_2024-7-13-0-21-42,0
640447554-480702146_137_2024-7-13-19-7-19,1
98493148-683717925_135_2024-7-14-19-56-59,0
111793445-53003396_134_2024-7-13-20-5-52,0
480018599-716709608_137_2024-7-14-17-30-13,0
164446024-636022298_137_2024-7-14-13-31-32,0
20421881-409753670_134_2024-7-12-21-59-10,0
64466663-643703006_103_2024-7-13-14-22-45,0
221441694-480746785_134_2024-7-13-21-47-40,0
685527061-717124339_137_2024-7-15-8-48-36,0
531340081-716683504_182_2024-7-12-20-1-12,0
494032480-120758718_134_2024-7-13-23-17-23,0
444036245-126001395_103_2024-7-12-20-46-44,0
50280193-456001355_821_2024-7-12-18-19-6,0
693505384-717057801_137_2024-7-12-18-33-29,0
127024287-623737226_134_2024-7-12-22-28-53,0
692523085-717124415_137_2024-7-14-0-43-11,0
227465130-669701571_134_2024-7-14-11-35-2,0
648524331-717124416_137_2024-7-14-1-42-24,1
113433411-453001942_134_2024-7-13-15-58-51,0
4535744-675844334_135_2024-7-14-20-20-49,0
201501683-633867467_137_2024-7-13-10-37-47,0
253779941-700633292_137_2024-7-13-4-17-52,0
134527512-490715269_135_2024-7-14-17-27-42,0
118651259-79007058_137_2024-7-13-20-0-44,0
716447431-126026997_435_2024-7-14-16-20-51,0
151411426-400108325_134_2024-7-13-15-57-41,0
57487035-606003328_182_2024-7-13-16-16-45,0
193450380-30701922_137_2024-7-14-12-6-11,0
566569304-717193377_137_2024-7-14-1-36-55,0
230520941-16402740_182_2024-7-13-20-51-46,0
558455187-716937986_137_2024-7-13-2-42-51,0
595212426-716638775_137_2024-7-14-6-11-8,0
151856459-93001731_137_2024-7-13-18-13-52,1
666116252-717153110_191_2024-7-13-6-45-15,0
641424509-120707845_137_2024-7-14-3-36-17,0
172151450-493021910_821_2024-7-13-14-18-29,0
49928220-717193379_137_2024-7-14-9-49-57,0
9063276-130962374_178_2024-7-15-3-1-52,0
211462228-660033473_821_2024-7-14-16-55-36,1
152855076-37157011_331_2024-7-12-19-18-15,0
761491380-716994994_137_2024-7-15-5-52-45,1
648557400-672043271_137_2024-7-14-9-55-5,0
78679106-710074148_103_2024-7-13-7-20-27,1
15428550-442779089_137_2024-7-12-19-38-14,0
40315572-436001061_137_2024-7-13-13-7-16,0
4528499-24065705_608_2024-7-13-18-45-44,1
221441694-480746785_137_2024-7-14-11-31-56,0
594534662-152148145_137_2024-7-14-17-22-3,1
684541330-130959578_137_2024-7-13-17-6-36,0
239286761-675014381_135_2024-7-14-17-59-48,1
575118879-717153015_103_2024-7-14-18-11-21,0
16488619-690603059_137_2024-7-12-22-47-18,0
115101950-683017926_137_2024-7-14-19-52-34,0
190022980-436562659_137_2024-7-12-17-36-41,0
157444075-630701586_137_2024-7-14-17-15-43,0
473789124-501821456_137_2024-7-14-17-45-47,0
113854795-710863477_182_2024-7-14-11-59-21,1
2462569-633105414_137_2024-7-12-18-15-6,1
104188732-461807089_134_2024-7-13-16-0-20,1
208315316-636703421_135_2024-7-13-19-23-37,1
75526953-15001553_173_2024-7-13-12-18-2,1
230510167-6033160_137_2024-7-13-18-46-35,0
515458161-716938078_135_2024-7-13-2-42-43,0
338236669-501394979_137_2024-7-12-16-26-16,0
127471021-669794090_137_2024-7-14-18-56-55,0
489036597-126017632_182_2024-7-13-20-55-18,0
90455970-649705561_134_2024-7-13-19-40-2,0
205417651-409732226_134_2024-7-13-11-37-15,0
21650239-710008970_134_2024-7-14-20-6-29,0
399340129-501574351_134_2024-7-14-11-59-53,0
103458229-36001240_137_2024-7-13-22-8-43,0
75526953-15001553_137_2024-7-12-22-2-19,0
19309806-400006146_134_2024-7-13-7-9-21,0
353049294-717186776_447_2024-7-14-16-48-54,0
205452466-479001753_337_2024-7-12-22-13-47,0
176504405-6003546_137_2024-7-12-16-33-21,1
148863856-123002077_135_2024-7-14-18-25-7,0
150051804-15701227_134_2024-7-14-13-57-28,0
99336104-30105060_134_2024-7-13-11-5-53,0
640447554-480702146_137_2024-7-12-18-45-14,0
746130769-717152018_137_2024-7-15-6-35-33,0
206561305-30794437_447_2024-7-13-20-24-56,1
768444418-716876503_137_2024-7-13-13-8-44,0
515458161-716938078_137_2024-7-14-8-50-49,1
104188732-461807089_135_2024-7-15-6-13-40,0
84482986-700137650_137_2024-7-12-20-50-57,0
192426715-456002038_821_2024-7-14-16-44-5,1
122217914-643708418_134_2024-7-15-8-44-12,0
73438556-639716863_137_2024-7-12-15-12-38,0
710538019-636726924_137_2024-7-14-8-36-29,1
515525867-717111435_135_2024-7-12-15-46-9,1
118499127-484252601_137_2024-7-15-3-10-55,1
241478525-400944364_103_2024-7-13-14-34-10,0
190546330-130962373_608_2024-7-15-0-17-57,0
24919241-498797173_134_2024-7-13-21-26-7,0
244516820-12902209_137_2024-7-13-12-56-29,0
641164173-717151901_191_2024-7-12-17-25-33,0
241020898-623701690_137_2024-7-12-17-25-56,1
515458161-716938078_135_2024-7-14-11-37-15,1
332023506-675711168_137_2024-7-12-22-34-51,1
186142683-609010279_137_2024-7-13-20-12-52,0
546131334-717151968_134_2024-7-13-23-45-50,0
363728722-501799910_135_2024-7-12-20-32-18,1
685207955-43004000_134_2024-7-14-17-52-57,0
118651259-76012827_135_2024-7-15-5-27-16,0
245522471-609778058_134_2024-7-13-19-6-38,1
122104157-701213287_177_2024-7-12-15-24-55,0
210417693-639003175_103_2024-7-15-1-14-51,0
75818393-711200603_338_2024-7-12-19-36-0,0
50280193-456001355_137_2024-7-12-14-33-45,0
103453960-30702530_134_2024-7-14-13-23-47,0
691527377-717124414_137_2024-7-14-6-54-38,1
43245205-403070622_135_2024-7-14-19-49-41,1
684522356-717124338_137_2024-7-13-18-27-38,0
9063276-130962374_136_2024-7-15-3-22-6,0
231515942-79020452_137_2024-7-15-9-5-40,0
163518680-21748720_182_2024-7-12-22-2-36,0
557458531-716937979_137_2024-7-13-6-13-47,0
169410609-470827450_182_2024-7-13-19-32-59,0
516534015-442009406_301_2024-7-14-22-5-4,1
28524163-493002361_134_2024-7-13-10-24-34,1
148877992-99018090_135_2024-7-15-1-6-25,0
90420080-464037213_137_2024-7-13-16-25-3,0
718131355-717151971_134_2024-7-14-8-6-1,0
31421239-483702119_447_2024-7-14-22-12-17,0
566569304-717193377_137_2024-7-12-23-24-33,0
199552668-13725237_433_2024-7-12-19-34-30,0
125456896-436506418_137_2024-7-14-14-1-49,0
489036597-126017632_137_2024-7-12-19-19-55,0
515448325-716878748_137_2024-7-12-17-8-31,0
123497476-600016421_137_2024-7-13-23-32-31,0
211452960-623701353_137_2024-7-14-17-34-8,0
629198151-716613951_135_2024-7-13-23-3-56,0
232450002-400163775_182_2024-7-14-12-33-56,0
139457070-476001694_137_2024-7-13-12-58-13,0
221478022-660701377_137_2024-7-14-19-25-46,0
161660386-76703216_137_2024-7-14-17-43-25,0
50930665-717193378_135_2024-7-12-21-42-48,0
15454534-691304497_134_2024-7-13-14-35-39,0
57812661-50001977_134_2024-7-13-13-6-21,0
398601441-716856153_137_2024-7-14-12-9-51,0
149341221-640701158_103_2024-7-13-0-45-46,0
211462228-660033473_137_2024-7-14-12-26-55,0
138483729-672772406_134_2024-7-14-21-22-21,0
192495083-606716051_137_2024-7-13-12-18-7,1
32136890-660731873_136_2024-7-14-20-25-9,0
166660771-484233569_134_2024-7-13-9-21-12,0
88452228-483764197_137_2024-7-13-12-7-40,0
63514572-649905880_137_2024-7-15-5-12-47,0
149272598-6734493_134_2024-7-14-14-32-15,0
254704599-36006997_301_2024-7-14-22-28-27,0
177430766-459013934_823_2024-7-14-15-15-48,1
127091272-476814418_137_2024-7-14-17-20-26,0
146448318-15704365_447_2024-7-12-20-2-19,0
27505428-680012691_134_2024-7-12-20-51-18,1
469760008-81813977_137_2024-7-14-14-32-2,0
208315316-636703421_134_2024-7-14-15-33-5,0
18643757-484175482_103_2024-7-14-11-1-40,0
148734246-700110839_134_2024-7-13-23-54-58,1
89471877-620015351_608_2024-7-14-13-37-59,0
561459788-716938043_135_2024-7-14-10-19-1,0
6420468-464059997_134_2024-7-13-6-47-51,1
214313644-76003921_137_2024-7-14-4-48-48,1
664130891-717152854_134_2024-7-14-23-57-7,0
184219822-409004585_134_2024-7-13-16-42-3,0
155104665-666007527_137_2024-7-14-15-46-59,0
111291551-649742774_137_2024-7-12-20-22-34,0
72796398-716691773_137_2024-7-13-21-43-47,0
23669154-33898542_134_2024-7-14-13-56-13,0
106413145-436007199_137_2024-7-15-4-58-44,0
29463094-403919205_137_2024-7-13-10-28-15,0
22610037-484110735_137_2024-7-13-22-5-46,0
214863030-498211677_177_2024-7-12-21-0-55,0
172532556-33002013_301_2024-7-12-20-16-0,0
245482384-436553024_134_2024-7-13-6-27-51,0
167265939-453104438_447_2024-7-14-20-22-35,0
14404961-403855035_301_2024-7-14-22-16-56,0
664127347-126001022_134_2024-7-14-17-24-7,1
29463094-403919205_134_2024-7-14-10-4-39,0
147744129-713383523_134_2024-7-14-20-33-54,0
39328172-695901725_137_2024-7-14-12-54-35,0
332023506-675711168_172_2024-7-14-22-31-35,0
50792867-485143140_821_2024-7-14-13-15-59,0
90455970-649705561_137_2024-7-14-15-22-10,0
200498118-609002707_137_2024-7-15-6-43-12,1
710538019-636726924_823_2024-7-12-17-3-25,0
246458654-636818764_136_2024-7-12-17-40-7,0
145418146-464764423_134_2024-7-13-10-3-30,0
557118300-717153143_191_2024-7-13-21-48-42,1
89215243-675016847_137_2024-7-12-16-0-4,1
190022980-436562659_608_2024-7-14-13-53-47,0
415817878-715584088_134_2024-7-12-16-59-34,0
571478932-716982579_135_2024-7-14-21-20-46,0
49928220-717193379_137_2024-7-14-2-51-19,0
145500374-689903717_137_2024-7-13-13-0-47,0
212377034-675838130_134_2024-7-12-21-58-10,0
691527377-717124414_137_2024-7-14-6-50-41,0
24751702-711412096_137_2024-7-13-17-50-10,0
142519997-7789633_137_2024-7-13-23-1-42,0
142457921-672014721_821_2024-7-13-17-3-52,0
133337435-403077791_135_2024-7-14-19-48-4,1
520446071-716878753_135_2024-7-14-18-23-18,0
21650239-710008970_137_2024-7-14-12-36-32,0
640447554-480702146_137_2024-7-13-13-11-39,0
655024234-715877154_137_2024-7-14-16-54-28,0
79504269-3004071_134_2024-7-13-19-23-57,0
655551196-43413248_134_2024-7-14-10-52-48,0
693494005-81817590_191_2024-7-14-22-9-12,1
109374719-680014523_182_2024-7-12-17-47-37,0
141662092-484225662_821_2024-7-12-18-8-59,0
451346954-717172323_137_2024-7-12-17-40-58,0
50553674-716879224_134_2024-7-13-17-26-22,0
169215166-436141536_134_2024-7-13-9-42-49,0
30459685-470124704_130_2024-7-13-9-13-10,1
236417964-493701181_137_2024-7-12-18-52-15,0
129636195-484163850_176_2024-7-14-3-20-33,0
130715602-700069925_134_2024-7-12-14-48-11,0
137497641-413952033_134_2024-7-14-10-59-16,1
80423482-461035240_134_2024-7-12-15-33-6,0
79504269-3004071_137_2024-7-15-6-51-21,0
160494323-639864956_103_2024-7-14-0-15-27,0
256546356-13718110_137_2024-7-13-18-43-56,0
353049294-717186776_136_2024-7-14-9-37-15,0
77192191-400001939_137_2024-7-14-1-0-8,0
356006854-713144362_135_2024-7-12-20-32-12,0
2704064-717013751_137_2024-7-14-17-8-49,0
253010442-600020619_447_2024-7-13-20-1-1,0
600552244-699995473_134_2024-7-14-13-12-13,0
73004710-406001126_134_2024-7-14-12-6-49,1
38098610-400818337_137_2024-7-14-0-45-34,1
206561305-30794437_823_2024-7-13-14-58-40,0
104153999-76030996_134_2024-7-14-23-37-3,1
151464145-640701014_137_2024-7-13-0-17-34,0
227498114-606059074_137_2024-7-14-19-16-45,0
199811599-70008664_191_2024-7-13-21-59-22,1
167669420-484234274_134_2024-7-14-12-32-30,0
4528499-24065705_134_2024-7-14-16-25-19,1
624535237-717146411_137_2024-7-14-12-7-23,1
176504405-6003546_137_2024-7-13-13-30-33,1
36715378-700069309_103_2024-7-13-6-34-33,0
92365628-436216898_134_2024-7-14-10-1-54,0
240496760-620770582_821_2024-7-12-16-49-58,0
211462228-660033473_447_2024-7-13-19-6-1,0
162445139-636769611_137_2024-7-13-5-53-25,0
4627645-70031533_134_2024-7-12-18-40-5,0
44446389-403828703_435_2024-7-14-16-0-31,0
20069751-120758717_134_2024-7-13-16-56-5,0
521136805-717187698_137_2024-7-14-9-17-23,0
532529012-660754012_137_2024-7-13-17-41-27,0
208315316-636703421_135_2024-7-13-5-48-8,0
684522356-717124338_137_2024-7-13-14-28-18,0
4528499-24065705_134_2024-7-13-21-35-59,0
352858525-716712435_447_2024-7-13-14-21-26,1
50553674-716879224_134_2024-7-13-17-56-29,0
81484272-627702576_134_2024-7-13-12-44-3,0
253707971-484317354_135_2024-7-14-3-30-29,1
141662092-484225662_103_2024-7-12-14-37-28,0
318359681-715272870_137_2024-7-14-5-29-2,0
254468942-606001102_137_2024-7-14-19-12-35,0
91865407-712582005_137_2024-7-12-20-35-22,0
53456449-620029666_134_2024-7-13-12-29-37,0
108195205-400008457_103_2024-7-14-12-23-45,0
66499121-695902282_137_2024-7-13-17-18-3,0
221422261-639001226_137_2024-7-12-18-8-34,0
240417830-436147003_137_2024-7-12-17-51-29,0
179166969-120074579_608_2024-7-13-12-25-44,0
158802377-70736618_137_2024-7-13-4-49-27,0
58429337-406003555_137_2024-7-12-14-56-36,1
40415320-433706403_137_2024-7-13-8-28-27,1
356037149-649904961_131_2024-7-12-15-22-4,0
167031675-497709927_137_2024-7-13-18-56-50,0
22511778-689982458_137_2024-7-14-22-15-56,0
629454854-716273863_137_2024-7-14-17-18-30,1
489036597-126017632_137_2024-7-13-13-27-50,0
223409689-717183990_137_2024-7-13-10-41-52,0
426818961-715584252_134_2024-7-13-15-53-15,1
27303654-606715592_137_2024-7-14-19-37-36,0
178487191-9904342_137_2024-7-13-23-1-19,0
638553892-717186252_134_2024-7-14-16-38-6,1
688442466-716798291_137_2024-7-14-22-13-20,0
157793016-53050105_826_2024-7-13-14-15-2,0
45477845-465132356_137_2024-7-12-18-44-31,0
558455187-716937986_137_2024-7-13-1-20-29,0
664130891-717152854_134_2024-7-13-1-44-18,0
242550283-24795087_137_2024-7-13-19-45-10,0
703524745-500003213_137_2024-7-12-17-14-19,1
768444433-716876546_137_2024-7-12-16-34-50,0
685527061-717124339_137_2024-7-13-19-41-22,0
639531922-717130087_137_2024-7-13-7-34-5,0
456806563-715583580_182_2024-7-13-21-5-36,0
212023714-15756174_137_2024-7-13-12-3-29,0
211452960-623701353_608_2024-7-13-21-37-7,0
103453960-30702530_137_2024-7-13-5-57-7,0
111444889-483002212_134_2024-7-13-11-15-22,0
558455187-716937986_137_2024-7-14-9-59-39,0
520446071-716878753_134_2024-7-12-16-0-46,0
64537565-497005094_134_2024-7-14-14-5-35,0
75818393-711200603_821_2024-7-13-18-3-6,1
75818393-711200603_821_2024-7-12-16-12-28,0
648524331-717124416_137_2024-7-14-0-6-43,0
97074669-483875937_137_2024-7-15-0-10-38,0
690524015-717124413_137_2024-7-14-13-37-18,0
501535759-717142748_137_2024-7-14-11-26-52,0
212518247-683701227_137_2024-7-12-17-39-48,1
469052799-717052473_137_2024-7-12-17-41-30,1
175877002-37724116_134_2024-7-14-0-59-40,1
124418750-433001683_176_2024-7-12-16-33-47,0
556456718-716937970_137_2024-7-15-3-24-12,0
133128335-663710523_135_2024-7-14-17-28-25,0
209524915-711859298_137_2024-7-13-19-19-41,1
245482384-436553024_137_2024-7-13-19-31-39,0
156227313-464044073_181_2024-7-13-14-12-30,0
673134217-717151987_191_2024-7-13-1-34-8,1
21102309-493701624_137_2024-7-12-20-58-4,0
569448923-456749709_137_2024-7-13-22-16-42,0
150051804-15701227_134_2024-7-14-14-15-5,0
114535150-50019454_175_2024-7-15-0-40-46,0
186522897-21054969_134_2024-7-13-8-18-30,0
75818393-711200603_173_2024-7-12-15-34-17,0
59480964-627717280_823_2024-7-13-21-56-18,0
515525867-717111435_137_2024-7-12-16-0-46,0
432141516-714469263_137_2024-7-13-6-0-0,1
216515895-3077372_174_2024-7-14-21-45-25,0
78522513-680797451_333_2024-7-12-22-16-10,0
180024660-639001568_131_2024-7-12-15-47-10,0
81041864-627004838_134_2024-7-14-19-0-47,0
768444433-716876546_134_2024-7-12-14-53-44,0
24751702-711412096_137_2024-7-13-17-47-59,0
44446389-403828703_137_2024-7-14-15-49-31,0
540130721-717151991_191_2024-7-13-0-0-30,0
282038469-500240359_103_2024-7-12-15-30-49,0
124833022-710688295_608_2024-7-14-15-24-11,0
192495083-606716051_137_2024-7-14-15-50-35,0
27505428-680012691_137_2024-7-12-15-42-13,0
557458531-716937979_137_2024-7-13-5-53-31,0
432141516-714469263_135_2024-7-14-17-26-39,0
268690824-717001010_134_2024-7-13-14-12-45,0
172532556-33002013_137_2024-7-12-17-35-11,1
27303654-606715592_137_2024-7-12-21-41-51,0
209668495-699951997_137_2024-7-14-9-54-23,0
114366298-21721576_134_2024-7-12-18-55-21,0
114445746-639771012_338_2024-7-12-20-26-18,0
90455970-649705561_134_2024-7-13-15-42-46,1
135488869-660044021_134_2024-7-13-7-57-29,0
188463740-643017483_134_2024-7-14-10-41-52,0
59760740-43005717_137_2024-7-13-6-35-23,0
38658530-484208430_135_2024-7-12-20-53-43,0
7445911-483705554_182_2024-7-13-20-54-39,0
115101950-683017926_137_2024-7-12-18-33-23,0
596500965-717050609_134_2024-7-13-11-30-44,0
148863856-123002077_134_2024-7-14-15-31-13,0
151518412-24701364_134_2024-7-14-0-48-28,1
13534369-30010547_103_2024-7-14-6-49-41,0
227498114-606059074_134_2024-7-14-13-14-23,0
622523913-483013109_134_2024-7-13-21-57-21,0
76823342-711226631_821_2024-7-13-18-27-3,0
32136890-660731873_137_2024-7-14-22-53-28,1
136438324-400018521_137_2024-7-12-19-11-37,0
234508184-483964222_137_2024-7-12-19-16-58,0
164660987-484233565_447_2024-7-12-16-6-58,0
230520941-16402740_135_2024-7-14-18-49-14,0
458016058-120701139_447_2024-7-13-17-19-33,0
648524331-717124416_137_2024-7-14-12-31-15,0
352052508-717186775_135_2024-7-12-15-5-33,0
231515942-79020452_435_2024-7-14-16-53-16,0
78908706-80205833_179_2024-7-14-18-5-10,0
50930665-717193378_137_2024-7-12-22-7-20,0
176451595-483818122_338_2024-7-12-18-53-10,1
73438556-639716863_134_2024-7-15-5-59-18,1
654449221-716912537_137_2024-7-14-1-4-49,0
172781858-484864720_179_2024-7-13-8-40-0,0
6283164-666001102_137_2024-7-14-19-40-51,0
142519997-7789633_134_2024-7-14-0-56-46,0
516534015-442009406_137_2024-7-12-21-7-2,0
487561690-716920213_137_2024-7-13-13-13-12,0
103453960-30702530_301_2024-7-14-22-6-0,0
466493645-81735365_134_2024-7-12-22-38-36,1
562455016-716938052_137_2024-7-14-5-29-52,1
756131211-717153026_191_2024-7-15-8-23-46,1
76540966-30001608_137_2024-7-13-13-14-32,0
482130077-714148132_134_2024-7-14-14-13-40,0
685207955-43004000_134_2024-7-14-11-40-7,0
206561305-30794437_823_2024-7-14-12-17-2,0
156490149-660706054_137_2024-7-14-20-11-4,0
102459818-646082817_137_2024-7-13-19-48-37,0
648524331-717124416_137_2024-7-14-17-27-46,0
94315933-24002498_137_2024-7-12-17-20-1,0
566569304-717193377_137_2024-7-12-17-14-54,0
76823342-711226631_821_2024-7-14-13-53-1,0
561459788-716938043_135_2024-7-14-15-59-18,0
94315933-24002498_447_2024-7-12-21-37-25,0
173921112-110014132_137_2024-7-14-12-3-28,0
62394505-436014666_137_2024-7-14-10-21-54,0
709509385-717076552_172_2024-7-12-14-51-50,0
15454534-691304497_135_2024-7-14-18-51-27,1
83445356-400117661_134_2024-7-12-20-56-25,1
113809150-485356272_134_2024-7-12-19-45-9,0
28443132-403169632_137_2024-7-13-18-20-4,0
101690810-717193351_137_2024-7-14-16-11-32,0
104816677-50004491_137_2024-7-14-20-53-6,0
61059573-44495_135_2024-7-13-10-32-31,0
36463209-470702707_134_2024-7-13-11-5-16,0
69505095-672829803_435_2024-7-14-16-27-47,1
210762565-76701307_137_2024-7-15-5-34-12,1
117586336-123053702_137_2024-7-13-20-40-37,0
221441694-480746785_137_2024-7-14-0-45-44,1
103032538-442707681_447_2024-7-13-13-31-54,0
66455206-633042880_134_2024-7-14-0-9-54,0
59480964-627717280_823_2024-7-13-19-5-13,0
15532413-30706946_301_2024-7-14-21-49-26,0
125446109-436476907_103_2024-7-14-4-16-20,0
209524915-711859298_137_2024-7-13-8-15-58,0
166180031-620016126_134_2024-7-13-12-3-6,0
211462228-660033473_821_2024-7-14-14-12-57,0
556456718-716937970_137_2024-7-15-4-9-24,0
75480208-691309928_134_2024-7-13-20-5-14,1
7291195-633704636_134_2024-7-13-0-38-29,0
49928220-717193379_137_2024-7-14-0-38-43,0
59760740-43005717_135_2024-7-12-20-4-23,0
98153925-494008509_137_2024-7-12-19-42-49,0
690524015-717124413_137_2024-7-13-14-0-3,0
113433411-453001942_134_2024-7-15-2-9-21,0
133128335-663710523_447_2024-7-13-13-17-20,0
62394505-436014666_103_2024-7-13-9-42-52,0
225414483-433010462_137_2024-7-14-19-33-46,1
224522872-493002499_137_2024-7-14-12-51-34,0
241421402-456035668_137_2024-7-12-18-49-54,1
